id,date,pct_change,expert_id,label,predicted_label
nifty_1863,2019-06-19,0.0096,Llama-2-7b-chat-hf,Rise,Fall
nifty_1864,2019-06-20,-0.0063,Llama-2-7b-chat-hf,Fall,Fall
nifty_1865,2019-06-24,-0.0098,Llama-2-7b-chat-hf,Fall,Neutral
nifty_1866,2019-06-25,-0.001,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1867,2019-06-26,0.0035,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1868,2019-06-27,0.0051,Llama-2-7b-chat-hf,Rise,Fall
nifty_1869,2019-07-01,0.0026,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1870,2019-07-02,0.008,Llama-2-7b-chat-hf,Rise,Fall
nifty_1871,2019-07-08,0.0012,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1872,2019-07-09,0.0048,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1873,2019-07-10,0.0023,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1874,2019-07-11,0.0045,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1875,2019-07-15,-0.0032,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1876,2019-07-16,-0.0068,Llama-2-7b-chat-hf,Fall,Fall
nifty_1877,2019-07-17,0.0037,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1878,2019-07-18,-0.0056,Llama-2-7b-chat-hf,Fall,Fall
nifty_1879,2019-07-22,0.0072,Llama-2-7b-chat-hf,Rise,Fall
nifty_1880,2019-07-23,0.0047,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1881,2019-07-24,-0.0048,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1882,2019-07-25,0.0067,Llama-2-7b-chat-hf,Rise,Fall
nifty_1883,2019-07-29,-0.0025,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1884,2019-07-30,-0.0109,Llama-2-7b-chat-hf,Fall,Fall
nifty_1885,2019-07-31,-0.0087,Llama-2-7b-chat-hf,Fall,Fall
nifty_1886,2019-08-01,-0.0075,Llama-2-7b-chat-hf,Fall,Fall
nifty_1887,2019-08-05,0.014,Llama-2-7b-chat-hf,Rise,Fall
nifty_1888,2019-08-06,0.0006,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1889,2019-08-07,0.0196,Llama-2-7b-chat-hf,Rise,Fall
nifty_1890,2019-08-08,-0.0068,Llama-2-7b-chat-hf,Fall,Fall
nifty_1891,2019-08-12,0.0156,Llama-2-7b-chat-hf,Rise,Fall
nifty_1892,2019-08-13,-0.0296,Llama-2-7b-chat-hf,Fall,Fall
nifty_1893,2019-08-14,0.0026,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1894,2019-08-15,0.0148,Llama-2-7b-chat-hf,Rise,Fall
nifty_1895,2019-08-19,-0.0077,Llama-2-7b-chat-hf,Fall,Fall
nifty_1896,2019-08-20,0.0081,Llama-2-7b-chat-hf,Rise,Fall
nifty_1897,2019-08-21,-0.0003,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1898,2019-08-22,-0.0257,Llama-2-7b-chat-hf,Fall,Fall
nifty_1899,2019-08-26,-0.0039,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1900,2019-08-27,0.007,Llama-2-7b-chat-hf,Rise,Fall
nifty_1901,2019-08-28,0.0128,Llama-2-7b-chat-hf,Rise,Fall
nifty_1902,2019-08-29,-0.0004,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1903,2019-09-03,0.0114,Llama-2-7b-chat-hf,Rise,Fall
nifty_1904,2019-09-04,0.0129,Llama-2-7b-chat-hf,Rise,Fall
nifty_1905,2019-09-05,0.0008,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1906,2019-09-09,-0.0002,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1907,2019-09-10,0.0071,Llama-2-7b-chat-hf,Rise,Fall
nifty_1908,2019-09-11,0.0035,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1909,2019-09-12,-0.0007,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1910,2019-09-16,0.0025,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1911,2019-09-17,0.0006,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1912,2019-09-18,-0.0001,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1913,2019-09-19,-0.0093,Llama-2-7b-chat-hf,Fall,Fall
nifty_1914,2019-09-23,-0.0078,Llama-2-7b-chat-hf,Fall,Neutral
nifty_1915,2019-09-24,0.0059,Llama-2-7b-chat-hf,Rise,Neutral
nifty_1916,2019-09-25,-0.0021,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1917,2019-09-26,-0.0054,Llama-2-7b-chat-hf,Fall,Fall
nifty_1918,2019-09-30,-0.0119,Llama-2-7b-chat-hf,Fall,Neutral
nifty_1919,2019-10-01,-0.0177,Llama-2-7b-chat-hf,Fall,Fall
nifty_1920,2019-10-02,0.0082,Llama-2-7b-chat-hf,Rise,Fall
nifty_1921,2019-10-03,0.0135,Llama-2-7b-chat-hf,Rise,Fall
nifty_1922,2019-10-07,-0.0155,Llama-2-7b-chat-hf,Fall,Fall
nifty_1923,2019-10-08,0.0095,Llama-2-7b-chat-hf,Rise,Fall
nifty_1924,2019-10-09,0.0068,Llama-2-7b-chat-hf,Rise,Fall
nifty_1925,2019-10-10,0.0104,Llama-2-7b-chat-hf,Rise,Fall
nifty_1926,2019-10-14,0.0099,Llama-2-7b-chat-hf,Rise,Fall
nifty_1927,2019-10-15,-0.0016,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1928,2019-10-16,0.0029,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1929,2019-10-17,-0.0044,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1930,2019-10-21,-0.0033,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1931,2019-10-22,0.0029,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1932,2019-10-23,0.0016,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1933,2019-10-24,0.0041,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1934,2019-10-28,-0.0003,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1935,2019-10-29,0.0031,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1936,2019-10-30,-0.0027,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1937,2019-10-31,0.0093,Llama-2-7b-chat-hf,Rise,Fall
nifty_1938,2019-11-04,-0.0011,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1939,2019-11-05,0.0002,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1940,2019-11-06,0.0035,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1941,2019-11-07,0.0025,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1942,2019-11-11,0.0021,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1943,2019-11-12,0.0003,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1944,2019-11-13,0.0015,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1945,2019-11-14,0.0072,Llama-2-7b-chat-hf,Rise,Fall
nifty_1946,2019-11-18,-0.0003,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1947,2019-11-19,-0.0037,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1948,2019-11-20,-0.0016,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1949,2019-11-21,0.0022,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1950,2019-11-25,0.0023,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1951,2019-11-26,0.0045,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1952,2019-12-02,-0.0067,Llama-2-7b-chat-hf,Fall,Fall
nifty_1953,2019-12-03,0.0062,Llama-2-7b-chat-hf,Rise,Neutral
nifty_1954,2019-12-04,0.0018,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1955,2019-12-05,0.0091,Llama-2-7b-chat-hf,Rise,Fall
nifty_1956,2019-12-09,-0.0011,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1957,2019-12-10,0.0028,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1958,2019-12-11,0.0086,Llama-2-7b-chat-hf,Rise,Fall
nifty_1959,2019-12-12,0.0006,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1960,2019-12-16,0.0002,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1961,2019-12-17,0.0001,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1962,2019-12-18,0.0041,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1963,2019-12-19,-0.0005,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1964,2019-12-23,0.0,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1965,2019-12-26,-0.0002,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1966,2019-12-30,0.0024,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1967,2020-01-02,-0.0076,Llama-2-7b-chat-hf,Fall,Fall
nifty_1968,2020-01-06,-0.0028,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1969,2020-01-07,0.0053,Llama-2-7b-chat-hf,Rise,Rise
nifty_1970,2020-01-08,0.0068,Llama-2-7b-chat-hf,Rise,Fall
nifty_1971,2020-01-09,-0.0029,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1972,2020-01-13,-0.0015,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1973,2020-01-14,0.0023,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1974,2020-01-15,0.0083,Llama-2-7b-chat-hf,Rise,Rise
nifty_1975,2020-01-16,0.0031,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1976,2020-01-21,0.0001,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1977,2020-01-22,0.0011,Llama-2-7b-chat-hf,Neutral,Rise
nifty_1978,2020-01-23,-0.0089,Llama-2-7b-chat-hf,Fall,Fall
nifty_1979,2020-01-27,0.0105,Llama-2-7b-chat-hf,Rise,Fall
nifty_1980,2020-01-28,-0.0008,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_1981,2020-01-29,0.0032,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1982,2020-01-30,-0.0182,Llama-2-7b-chat-hf,Fall,Rise
nifty_1983,2020-02-03,0.0152,Llama-2-7b-chat-hf,Rise,Fall
nifty_1984,2020-02-04,0.0115,Llama-2-7b-chat-hf,Rise,Fall
nifty_1985,2020-02-05,0.0034,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1986,2020-02-06,-0.0053,Llama-2-7b-chat-hf,Fall,Fall
nifty_1987,2020-02-10,0.0017,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1988,2020-02-11,0.0064,Llama-2-7b-chat-hf,Rise,Fall
nifty_1989,2020-02-12,-0.0011,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1990,2020-02-13,0.0016,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1991,2020-02-18,0.0048,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1992,2020-02-19,-0.0041,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1993,2020-02-20,-0.0103,Llama-2-7b-chat-hf,Fall,Fall
nifty_1994,2020-02-24,-0.0303,Llama-2-7b-chat-hf,Fall,Fall
nifty_1995,2020-02-25,-0.0037,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1996,2020-02-26,-0.0449,Llama-2-7b-chat-hf,Fall,Fall
nifty_1997,2020-02-27,-0.0042,Llama-2-7b-chat-hf,Neutral,Fall
nifty_1998,2020-03-02,-0.0286,Llama-2-7b-chat-hf,Fall,Fall
nifty_1999,2020-03-03,0.042,Llama-2-7b-chat-hf,Rise,Fall
nifty_2000,2020-03-04,-0.0332,Llama-2-7b-chat-hf,Fall,Fall
nifty_2001,2020-03-05,-0.0165,Llama-2-7b-chat-hf,Fall,Fall
nifty_2002,2020-03-09,0.0517,Llama-2-7b-chat-hf,Rise,Neutral
nifty_2003,2020-03-10,-0.0487,Llama-2-7b-chat-hf,Fall,Fall
nifty_2004,2020-03-11,-0.0957,Llama-2-7b-chat-hf,Fall,Fall
nifty_2005,2020-03-12,0.0855,Llama-2-7b-chat-hf,Rise,Neutral
nifty_2006,2020-03-16,0.054,Llama-2-7b-chat-hf,Rise,Rise
nifty_2007,2020-03-17,-0.0506,Llama-2-7b-chat-hf,Fall,Fall
nifty_2008,2020-03-18,0.0021,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2009,2020-03-19,-0.0487,Llama-2-7b-chat-hf,Fall,Rise
nifty_2010,2020-03-23,0.0906,Llama-2-7b-chat-hf,Rise,Fall
nifty_2011,2020-03-24,0.015,Llama-2-7b-chat-hf,Rise,Fall
nifty_2012,2020-03-25,0.0584,Llama-2-7b-chat-hf,Rise,Fall
nifty_2013,2020-03-26,-0.0298,Llama-2-7b-chat-hf,Fall,Fall
nifty_2014,2020-03-30,-0.0149,Llama-2-7b-chat-hf,Fall,Fall
nifty_2015,2020-03-31,-0.045,Llama-2-7b-chat-hf,Fall,Fall
nifty_2016,2020-04-01,0.0231,Llama-2-7b-chat-hf,Rise,Fall
nifty_2017,2020-04-02,-0.0145,Llama-2-7b-chat-hf,Fall,Fall
nifty_2018,2020-04-06,0.001,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2019,2020-04-07,0.0336,Llama-2-7b-chat-hf,Rise,Fall
nifty_2020,2020-04-08,0.0152,Llama-2-7b-chat-hf,Rise,Fall
nifty_2021,2020-04-13,0.0295,Llama-2-7b-chat-hf,Rise,Rise
nifty_2022,2020-04-14,-0.0212,Llama-2-7b-chat-hf,Fall,Fall
nifty_2023,2020-04-15,0.0048,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2024,2020-04-16,0.027,Llama-2-7b-chat-hf,Rise,Fall
nifty_2025,2020-04-20,-0.0304,Llama-2-7b-chat-hf,Fall,Neutral
nifty_2026,2020-04-21,0.0222,Llama-2-7b-chat-hf,Rise,Fall
nifty_2027,2020-04-22,-0.0001,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2028,2020-04-23,0.0139,Llama-2-7b-chat-hf,Rise,Neutral
nifty_2029,2020-04-27,-0.0046,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_2030,2020-04-28,0.0262,Llama-2-7b-chat-hf,Rise,Fall
nifty_2031,2020-04-29,-0.0093,Llama-2-7b-chat-hf,Fall,Rise
nifty_2032,2020-04-30,-0.0265,Llama-2-7b-chat-hf,Fall,Neutral
nifty_2033,2020-05-04,0.0092,Llama-2-7b-chat-hf,Rise,Rise
nifty_2034,2020-05-05,-0.0068,Llama-2-7b-chat-hf,Fall,Neutral
nifty_2035,2020-05-06,0.0121,Llama-2-7b-chat-hf,Rise,Fall
nifty_2036,2020-05-07,0.0165,Llama-2-7b-chat-hf,Rise,Rise
nifty_2037,2020-05-11,-0.0199,Llama-2-7b-chat-hf,Fall,Fall
nifty_2038,2020-05-12,-0.0177,Llama-2-7b-chat-hf,Fall,Rise
nifty_2039,2020-05-13,0.012,Llama-2-7b-chat-hf,Rise,Fall
nifty_2040,2020-05-14,0.0046,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2041,2020-05-18,-0.0103,Llama-2-7b-chat-hf,Fall,Fall
nifty_2042,2020-05-19,0.017,Llama-2-7b-chat-hf,Rise,Fall
nifty_2043,2020-05-20,-0.0069,Llama-2-7b-chat-hf,Fall,Fall
nifty_2044,2020-05-21,0.0019,Llama-2-7b-chat-hf,Neutral,Rise
nifty_2045,2020-05-26,0.0149,Llama-2-7b-chat-hf,Rise,Fall
nifty_2046,2020-05-27,-0.0018,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2047,2020-05-28,0.0045,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2048,2020-06-01,0.0083,Llama-2-7b-chat-hf,Rise,Fall
nifty_2049,2020-06-02,0.0133,Llama-2-7b-chat-hf,Rise,Neutral
nifty_2050,2020-06-03,-0.0026,Llama-2-7b-chat-hf,Neutral,Rise
nifty_2051,2020-06-04,0.0256,Llama-2-7b-chat-hf,Rise,Fall
nifty_2052,2020-06-08,-0.0075,Llama-2-7b-chat-hf,Fall,Fall
nifty_2053,2020-06-09,-0.0056,Llama-2-7b-chat-hf,Fall,Fall
nifty_2054,2020-06-10,-0.0576,Llama-2-7b-chat-hf,Fall,Neutral
nifty_2055,2020-06-11,0.012,Llama-2-7b-chat-hf,Rise,Fall
nifty_2056,2020-06-15,0.0192,Llama-2-7b-chat-hf,Rise,Rise
nifty_2057,2020-06-16,-0.0042,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2058,2020-06-17,0.0004,Llama-2-7b-chat-hf,Neutral,Rise
nifty_2059,2020-06-18,-0.0101,Llama-2-7b-chat-hf,Fall,Neutral
nifty_2060,2020-06-22,0.0046,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_2061,2020-06-23,-0.0255,Llama-2-7b-chat-hf,Fall,Fall
nifty_2062,2020-06-24,0.0107,Llama-2-7b-chat-hf,Rise,Rise
nifty_2063,2020-06-25,-0.0238,Llama-2-7b-chat-hf,Fall,Neutral
nifty_2064,2020-06-29,0.0128,Llama-2-7b-chat-hf,Rise,Fall
nifty_2065,2020-06-30,0.007,Llama-2-7b-chat-hf,Rise,Neutral
nifty_2066,2020-07-01,0.0055,Llama-2-7b-chat-hf,Rise,Fall
nifty_2067,2020-07-06,-0.0103,Llama-2-7b-chat-hf,Fall,Fall
nifty_2068,2020-07-07,0.0076,Llama-2-7b-chat-hf,Rise,Fall
nifty_2069,2020-07-08,-0.0057,Llama-2-7b-chat-hf,Fall,Fall
nifty_2070,2020-07-09,0.0102,Llama-2-7b-chat-hf,Rise,Fall
nifty_2071,2020-07-13,0.013,Llama-2-7b-chat-hf,Rise,Rise
nifty_2072,2020-07-14,0.0092,Llama-2-7b-chat-hf,Rise,Neutral
nifty_2073,2020-07-15,-0.0033,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2074,2020-07-16,0.0029,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2075,2020-07-20,0.0021,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2076,2020-07-21,0.0057,Llama-2-7b-chat-hf,Rise,Fall
nifty_2077,2020-07-22,-0.0119,Llama-2-7b-chat-hf,Fall,Fall
nifty_2078,2020-07-23,-0.0064,Llama-2-7b-chat-hf,Fall,Fall
nifty_2079,2020-07-27,-0.0063,Llama-2-7b-chat-hf,Fall,Fall
nifty_2080,2020-07-28,0.0123,Llama-2-7b-chat-hf,Rise,Fall
nifty_2081,2020-07-29,-0.0036,Llama-2-7b-chat-hf,Neutral,Rise
nifty_2082,2020-07-30,0.0079,Llama-2-7b-chat-hf,Rise,Rise
nifty_2083,2020-08-03,0.0039,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_2084,2020-08-04,0.0062,Llama-2-7b-chat-hf,Rise,Fall
nifty_2085,2020-08-05,0.0067,Llama-2-7b-chat-hf,Rise,Fall
nifty_2086,2020-08-06,0.0007,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2087,2020-08-10,-0.0083,Llama-2-7b-chat-hf,Fall,Fall
nifty_2088,2020-08-11,0.0139,Llama-2-7b-chat-hf,Rise,Fall
nifty_2089,2020-08-12,-0.0018,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2090,2020-08-13,0.0,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2091,2020-08-17,0.0022,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2092,2020-08-18,-0.0042,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2093,2020-08-19,0.0031,Llama-2-7b-chat-hf,Neutral,Neutral
nifty_2094,2020-08-20,0.0035,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2095,2020-08-24,0.0035,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2096,2020-08-25,0.01,Llama-2-7b-chat-hf,Rise,Fall
nifty_2097,2020-08-26,0.0022,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2098,2020-08-27,0.0065,Llama-2-7b-chat-hf,Rise,Fall
nifty_2099,2020-08-31,0.0094,Llama-2-7b-chat-hf,Rise,Fall
nifty_2100,2020-09-01,0.0145,Llama-2-7b-chat-hf,Rise,Neutral
nifty_2101,2020-09-02,-0.0344,Llama-2-7b-chat-hf,Fall,Rise
nifty_2102,2020-09-03,-0.0082,Llama-2-7b-chat-hf,Fall,Fall
nifty_2103,2020-09-08,0.0197,Llama-2-7b-chat-hf,Rise,Fall
nifty_2104,2020-09-09,-0.0174,Llama-2-7b-chat-hf,Fall,Neutral
nifty_2105,2020-09-10,0.0005,Llama-2-7b-chat-hf,Neutral,Rise
nifty_2106,2020-09-14,0.0051,Llama-2-7b-chat-hf,Rise,Fall
nifty_2107,2020-09-15,-0.004,Llama-2-7b-chat-hf,Neutral,Fall
nifty_2108,2020-09-16,-0.0088,Llama-2-7b-chat-hf,Fall,Fall
nifty_2109,2020-09-17,-0.0155,Llama-2-7b-chat-hf,Fall,Fall
nifty_2110,2020-09-21,0.0102,Llama-2-7b-chat-hf,Rise,Fall
