id,date,label,pct_change,predicted_label,expert_id
nifty_1887,2019-08-05,Rise,0.014,Fall,Llama-2-7b-chat-hf
nifty_1888,2019-08-06,Neutral,0.0006,Neutral,Llama-2-7b-chat-hf
nifty_1889,2019-08-07,Rise,0.0196,Fall,Llama-2-7b-chat-hf
nifty_1890,2019-08-08,Fall,-0.0068,Fall,Llama-2-7b-chat-hf
nifty_1891,2019-08-12,Rise,0.0156,Fall,Llama-2-7b-chat-hf
nifty_1892,2019-08-13,Fall,-0.0296,Fall,Llama-2-7b-chat-hf
nifty_1893,2019-08-14,Neutral,0.0026,Neutral,Llama-2-7b-chat-hf
nifty_1894,2019-08-15,Rise,0.0148,Fall,Llama-2-7b-chat-hf
nifty_1895,2019-08-19,Fall,-0.0077,Fall,Llama-2-7b-chat-hf
nifty_1896,2019-08-20,Rise,0.0081,Fall,Llama-2-7b-chat-hf
nifty_1897,2019-08-21,Neutral,-0.0003,Fall,Llama-2-7b-chat-hf
nifty_1898,2019-08-22,Fall,-0.0257,Fall,Llama-2-7b-chat-hf
nifty_1899,2019-08-26,Neutral,-0.0039,Rise,Llama-2-7b-chat-hf
nifty_1900,2019-08-27,Rise,0.007,Fall,Llama-2-7b-chat-hf
nifty_1901,2019-08-28,Rise,0.0128,Fall,Llama-2-7b-chat-hf
nifty_1902,2019-08-29,Neutral,-0.0004,Fall,Llama-2-7b-chat-hf
nifty_1903,2019-09-03,Rise,0.0114,Fall,Llama-2-7b-chat-hf
nifty_1904,2019-09-04,Rise,0.0129,Fall,Llama-2-7b-chat-hf
nifty_1905,2019-09-05,Neutral,0.0008,Fall,Llama-2-7b-chat-hf
nifty_1906,2019-09-09,Neutral,-0.0002,Fall,Llama-2-7b-chat-hf
nifty_1907,2019-09-10,Rise,0.0071,Fall,Llama-2-7b-chat-hf
nifty_1908,2019-09-11,Neutral,0.0035,Fall,Llama-2-7b-chat-hf
nifty_1909,2019-09-12,Neutral,-0.0007,Fall,Llama-2-7b-chat-hf
nifty_1910,2019-09-16,Neutral,0.0025,Fall,Llama-2-7b-chat-hf
nifty_1911,2019-09-17,Neutral,0.0006,Fall,Llama-2-7b-chat-hf
nifty_1912,2019-09-18,Neutral,-0.0001,Fall,Llama-2-7b-chat-hf
nifty_1913,2019-09-19,Fall,-0.0093,Fall,Llama-2-7b-chat-hf
nifty_1914,2019-09-23,Fall,-0.0078,Neutral,Llama-2-7b-chat-hf
nifty_1915,2019-09-24,Rise,0.0059,Neutral,Llama-2-7b-chat-hf
nifty_1916,2019-09-25,Neutral,-0.0021,Fall,Llama-2-7b-chat-hf
nifty_1917,2019-09-26,Fall,-0.0054,Neutral,Llama-2-7b-chat-hf
nifty_1918,2019-09-30,Fall,-0.0119,Neutral,Llama-2-7b-chat-hf
nifty_1919,2019-10-01,Fall,-0.0177,Fall,Llama-2-7b-chat-hf
nifty_1920,2019-10-02,Rise,0.0082,Fall,Llama-2-7b-chat-hf
nifty_1921,2019-10-03,Rise,0.0135,Fall,Llama-2-7b-chat-hf
nifty_1922,2019-10-07,Fall,-0.0155,Fall,Llama-2-7b-chat-hf
nifty_1923,2019-10-08,Rise,0.0095,Fall,Llama-2-7b-chat-hf
nifty_1924,2019-10-09,Rise,0.0068,Fall,Llama-2-7b-chat-hf
nifty_1925,2019-10-10,Rise,0.0104,Fall,Llama-2-7b-chat-hf
nifty_1926,2019-10-14,Rise,0.0099,Fall,Llama-2-7b-chat-hf
nifty_1927,2019-10-15,Neutral,-0.0016,Fall,Llama-2-7b-chat-hf
nifty_1928,2019-10-16,Neutral,0.0029,Fall,Llama-2-7b-chat-hf
nifty_1929,2019-10-17,Neutral,-0.0044,Fall,Llama-2-7b-chat-hf
nifty_1930,2019-10-21,Neutral,-0.0033,Fall,Llama-2-7b-chat-hf
nifty_1931,2019-10-22,Neutral,0.0029,Fall,Llama-2-7b-chat-hf
nifty_1932,2019-10-23,Neutral,0.0016,Fall,Llama-2-7b-chat-hf
nifty_1933,2019-10-24,Neutral,0.0041,Neutral,Llama-2-7b-chat-hf
nifty_1934,2019-10-28,Neutral,-0.0003,Fall,Llama-2-7b-chat-hf
nifty_1935,2019-10-29,Neutral,0.0031,Rise,Llama-2-7b-chat-hf
nifty_1936,2019-10-30,Neutral,-0.0027,Fall,Llama-2-7b-chat-hf
nifty_1937,2019-10-31,Rise,0.0093,Fall,Llama-2-7b-chat-hf
nifty_1938,2019-11-04,Neutral,-0.0011,Neutral,Llama-2-7b-chat-hf
nifty_1939,2019-11-05,Neutral,0.0002,Fall,Llama-2-7b-chat-hf
nifty_1940,2019-11-06,Neutral,0.0035,Fall,Llama-2-7b-chat-hf
nifty_1941,2019-11-07,Neutral,0.0025,Neutral,Llama-2-7b-chat-hf
nifty_1942,2019-11-11,Neutral,0.0021,Fall,Llama-2-7b-chat-hf
nifty_1943,2019-11-12,Neutral,0.0003,Fall,Llama-2-7b-chat-hf
nifty_1944,2019-11-13,Neutral,0.0015,Fall,Llama-2-7b-chat-hf
nifty_1945,2019-11-14,Rise,0.0072,Fall,Llama-2-7b-chat-hf
nifty_1946,2019-11-18,Neutral,-0.0003,Fall,Llama-2-7b-chat-hf
nifty_1947,2019-11-19,Neutral,-0.0037,Rise,Llama-2-7b-chat-hf
nifty_1948,2019-11-20,Neutral,-0.0016,Fall,Llama-2-7b-chat-hf
nifty_1949,2019-11-21,Neutral,0.0022,Fall,Llama-2-7b-chat-hf
nifty_1950,2019-11-25,Neutral,0.0023,Fall,Llama-2-7b-chat-hf
nifty_1951,2019-11-26,Neutral,0.0045,Fall,Llama-2-7b-chat-hf
nifty_1952,2019-12-02,Fall,-0.0067,Fall,Llama-2-7b-chat-hf
nifty_1953,2019-12-03,Rise,0.0062,Neutral,Llama-2-7b-chat-hf
nifty_1954,2019-12-04,Neutral,0.0018,Neutral,Llama-2-7b-chat-hf
nifty_1955,2019-12-05,Rise,0.0091,Fall,Llama-2-7b-chat-hf
nifty_1956,2019-12-09,Neutral,-0.0011,Neutral,Llama-2-7b-chat-hf
nifty_1957,2019-12-10,Neutral,0.0028,Fall,Llama-2-7b-chat-hf
nifty_1958,2019-12-11,Rise,0.0086,Fall,Llama-2-7b-chat-hf
nifty_1959,2019-12-12,Neutral,0.0006,Fall,Llama-2-7b-chat-hf
nifty_1960,2019-12-16,Neutral,0.0002,Fall,Llama-2-7b-chat-hf
nifty_1961,2019-12-17,Neutral,0.0001,Fall,Llama-2-7b-chat-hf
nifty_1962,2019-12-18,Neutral,0.0041,Fall,Llama-2-7b-chat-hf
nifty_1963,2019-12-19,Neutral,-0.0005,Fall,Llama-2-7b-chat-hf
nifty_1964,2019-12-23,Neutral,0.0,Fall,Llama-2-7b-chat-hf
nifty_1965,2019-12-26,Neutral,-0.0002,Rise,Llama-2-7b-chat-hf
nifty_1966,2019-12-30,Neutral,0.0024,Fall,Llama-2-7b-chat-hf
nifty_1967,2020-01-02,Fall,-0.0076,Fall,Llama-2-7b-chat-hf
nifty_1968,2020-01-06,Neutral,-0.0028,Fall,Llama-2-7b-chat-hf
nifty_1969,2020-01-07,Rise,0.0053,Rise,Llama-2-7b-chat-hf
nifty_1970,2020-01-08,Rise,0.0068,Fall,Llama-2-7b-chat-hf
nifty_1971,2020-01-09,Neutral,-0.0029,Fall,Llama-2-7b-chat-hf
nifty_1972,2020-01-13,Neutral,-0.0015,Fall,Llama-2-7b-chat-hf
nifty_1973,2020-01-14,Neutral,0.0023,Fall,Llama-2-7b-chat-hf
nifty_1974,2020-01-15,Rise,0.0083,Rise,Llama-2-7b-chat-hf
nifty_1975,2020-01-16,Neutral,0.0031,Fall,Llama-2-7b-chat-hf
nifty_1976,2020-01-21,Neutral,0.0001,Fall,Llama-2-7b-chat-hf
nifty_1977,2020-01-22,Neutral,0.0011,Rise,Llama-2-7b-chat-hf
nifty_1978,2020-01-23,Fall,-0.0089,Fall,Llama-2-7b-chat-hf
nifty_1979,2020-01-27,Rise,0.0105,Fall,Llama-2-7b-chat-hf
nifty_1980,2020-01-28,Neutral,-0.0008,Neutral,Llama-2-7b-chat-hf
nifty_1981,2020-01-29,Neutral,0.0032,Fall,Llama-2-7b-chat-hf
nifty_1982,2020-01-30,Fall,-0.0182,Rise,Llama-2-7b-chat-hf
nifty_1983,2020-02-03,Rise,0.0152,Fall,Llama-2-7b-chat-hf
nifty_1984,2020-02-04,Rise,0.0115,Fall,Llama-2-7b-chat-hf
nifty_1985,2020-02-05,Neutral,0.0034,Fall,Llama-2-7b-chat-hf
nifty_1986,2020-02-06,Fall,-0.0053,Fall,Llama-2-7b-chat-hf
nifty_1987,2020-02-10,Neutral,0.0017,Fall,Llama-2-7b-chat-hf
nifty_1988,2020-02-11,Rise,0.0064,Fall,Llama-2-7b-chat-hf
nifty_1989,2020-02-12,Neutral,-0.0011,Fall,Llama-2-7b-chat-hf
nifty_1990,2020-02-13,Neutral,0.0016,Fall,Llama-2-7b-chat-hf
nifty_1991,2020-02-18,Neutral,0.0048,Fall,Llama-2-7b-chat-hf
nifty_1992,2020-02-19,Neutral,-0.0041,Fall,Llama-2-7b-chat-hf
nifty_1993,2020-02-20,Fall,-0.0103,Fall,Llama-2-7b-chat-hf
nifty_1994,2020-02-24,Fall,-0.0303,Fall,Llama-2-7b-chat-hf
nifty_1995,2020-02-25,Neutral,-0.0037,Fall,Llama-2-7b-chat-hf
nifty_1996,2020-02-26,Fall,-0.0449,Fall,Llama-2-7b-chat-hf
nifty_1997,2020-02-27,Neutral,-0.0042,Fall,Llama-2-7b-chat-hf
nifty_1998,2020-03-02,Fall,-0.0286,Fall,Llama-2-7b-chat-hf
nifty_1999,2020-03-03,Rise,0.042,Fall,Llama-2-7b-chat-hf
nifty_2000,2020-03-04,Fall,-0.0332,Fall,Llama-2-7b-chat-hf
nifty_2001,2020-03-05,Fall,-0.0165,Fall,Llama-2-7b-chat-hf
nifty_2002,2020-03-09,Rise,0.0517,Neutral,Llama-2-7b-chat-hf
nifty_2003,2020-03-10,Fall,-0.0487,Fall,Llama-2-7b-chat-hf
nifty_2004,2020-03-11,Fall,-0.0957,Fall,Llama-2-7b-chat-hf
nifty_2005,2020-03-12,Rise,0.0855,Neutral,Llama-2-7b-chat-hf
nifty_2006,2020-03-16,Rise,0.054,Rise,Llama-2-7b-chat-hf
nifty_2007,2020-03-17,Fall,-0.0506,Fall,Llama-2-7b-chat-hf
nifty_2008,2020-03-18,Neutral,0.0021,Fall,Llama-2-7b-chat-hf
nifty_2009,2020-03-19,Fall,-0.0487,Rise,Llama-2-7b-chat-hf
nifty_2010,2020-03-23,Rise,0.0906,Fall,Llama-2-7b-chat-hf
nifty_2011,2020-03-24,Rise,0.015,Fall,Llama-2-7b-chat-hf
nifty_2012,2020-03-25,Rise,0.0584,Fall,Llama-2-7b-chat-hf
nifty_2013,2020-03-26,Fall,-0.0298,Fall,Llama-2-7b-chat-hf
nifty_2014,2020-03-30,Fall,-0.0149,Fall,Llama-2-7b-chat-hf
nifty_2015,2020-03-31,Fall,-0.045,Fall,Llama-2-7b-chat-hf
nifty_2016,2020-04-01,Rise,0.0231,Fall,Llama-2-7b-chat-hf
nifty_2017,2020-04-02,Fall,-0.0145,Fall,Llama-2-7b-chat-hf
nifty_2018,2020-04-06,Neutral,0.001,Fall,Llama-2-7b-chat-hf
nifty_2019,2020-04-07,Rise,0.0336,Fall,Llama-2-7b-chat-hf
nifty_2020,2020-04-08,Rise,0.0152,Fall,Llama-2-7b-chat-hf
nifty_2021,2020-04-13,Rise,0.0295,Rise,Llama-2-7b-chat-hf
nifty_2022,2020-04-14,Fall,-0.0212,Fall,Llama-2-7b-chat-hf
nifty_2023,2020-04-15,Neutral,0.0048,Fall,Llama-2-7b-chat-hf
nifty_2024,2020-04-16,Rise,0.027,Fall,Llama-2-7b-chat-hf
nifty_2025,2020-04-20,Fall,-0.0304,Neutral,Llama-2-7b-chat-hf
nifty_2026,2020-04-21,Rise,0.0222,Fall,Llama-2-7b-chat-hf
nifty_2027,2020-04-22,Neutral,-0.0001,Fall,Llama-2-7b-chat-hf
nifty_2028,2020-04-23,Rise,0.0139,Neutral,Llama-2-7b-chat-hf
nifty_2029,2020-04-27,Neutral,-0.0046,Neutral,Llama-2-7b-chat-hf
nifty_2030,2020-04-28,Rise,0.0262,Fall,Llama-2-7b-chat-hf
nifty_2031,2020-04-29,Fall,-0.0093,Rise,Llama-2-7b-chat-hf
nifty_2032,2020-04-30,Fall,-0.0265,Fall,Llama-2-7b-chat-hf
nifty_2033,2020-05-04,Rise,0.0092,Rise,Llama-2-7b-chat-hf
nifty_2034,2020-05-05,Fall,-0.0068,Neutral,Llama-2-7b-chat-hf
nifty_2035,2020-05-06,Rise,0.0121,Fall,Llama-2-7b-chat-hf
nifty_2036,2020-05-07,Rise,0.0165,Rise,Llama-2-7b-chat-hf
nifty_2037,2020-05-11,Fall,-0.0199,Fall,Llama-2-7b-chat-hf
nifty_2038,2020-05-12,Fall,-0.0177,Rise,Llama-2-7b-chat-hf
nifty_2039,2020-05-13,Rise,0.012,Fall,Llama-2-7b-chat-hf
nifty_2040,2020-05-14,Neutral,0.0046,Fall,Llama-2-7b-chat-hf
nifty_2041,2020-05-18,Fall,-0.0103,Fall,Llama-2-7b-chat-hf
nifty_2042,2020-05-19,Rise,0.017,Fall,Llama-2-7b-chat-hf
nifty_2043,2020-05-20,Fall,-0.0069,Fall,Llama-2-7b-chat-hf
nifty_2044,2020-05-21,Neutral,0.0019,Rise,Llama-2-7b-chat-hf
nifty_2045,2020-05-26,Rise,0.0149,Fall,Llama-2-7b-chat-hf
nifty_2046,2020-05-27,Neutral,-0.0018,Fall,Llama-2-7b-chat-hf
nifty_2047,2020-05-28,Neutral,0.0045,Fall,Llama-2-7b-chat-hf
nifty_2048,2020-06-01,Rise,0.0083,Fall,Llama-2-7b-chat-hf
nifty_2049,2020-06-02,Rise,0.0133,Neutral,Llama-2-7b-chat-hf
nifty_2050,2020-06-03,Neutral,-0.0026,Rise,Llama-2-7b-chat-hf
nifty_2051,2020-06-04,Rise,0.0256,Fall,Llama-2-7b-chat-hf
nifty_2052,2020-06-08,Fall,-0.0075,Fall,Llama-2-7b-chat-hf
nifty_2053,2020-06-09,Fall,-0.0056,Fall,Llama-2-7b-chat-hf
nifty_2054,2020-06-10,Fall,-0.0576,Neutral,Llama-2-7b-chat-hf
nifty_2055,2020-06-11,Rise,0.012,Fall,Llama-2-7b-chat-hf
nifty_2056,2020-06-15,Rise,0.0192,Rise,Llama-2-7b-chat-hf
nifty_2057,2020-06-16,Neutral,-0.0042,Fall,Llama-2-7b-chat-hf
nifty_2058,2020-06-17,Neutral,0.0004,Rise,Llama-2-7b-chat-hf
nifty_2059,2020-06-18,Fall,-0.0101,Neutral,Llama-2-7b-chat-hf
nifty_2060,2020-06-22,Neutral,0.0046,Neutral,Llama-2-7b-chat-hf
nifty_2061,2020-06-23,Fall,-0.0255,Fall,Llama-2-7b-chat-hf
nifty_2062,2020-06-24,Rise,0.0107,Rise,Llama-2-7b-chat-hf
nifty_2063,2020-06-25,Fall,-0.0238,Neutral,Llama-2-7b-chat-hf
nifty_2064,2020-06-29,Rise,0.0128,Fall,Llama-2-7b-chat-hf
nifty_2065,2020-06-30,Rise,0.007,Neutral,Llama-2-7b-chat-hf
nifty_2066,2020-07-01,Rise,0.0055,Fall,Llama-2-7b-chat-hf
nifty_2067,2020-07-06,Fall,-0.0103,Fall,Llama-2-7b-chat-hf
nifty_2068,2020-07-07,Rise,0.0076,Fall,Llama-2-7b-chat-hf
nifty_2069,2020-07-08,Fall,-0.0057,Fall,Llama-2-7b-chat-hf
nifty_2070,2020-07-09,Rise,0.0102,Fall,Llama-2-7b-chat-hf
nifty_2071,2020-07-13,Rise,0.013,Rise,Llama-2-7b-chat-hf
nifty_2072,2020-07-14,Rise,0.0092,Neutral,Llama-2-7b-chat-hf
nifty_2073,2020-07-15,Neutral,-0.0033,Fall,Llama-2-7b-chat-hf
nifty_2074,2020-07-16,Neutral,0.0029,Fall,Llama-2-7b-chat-hf
nifty_2075,2020-07-20,Neutral,0.0021,Fall,Llama-2-7b-chat-hf
nifty_2076,2020-07-21,Rise,0.0057,Fall,Llama-2-7b-chat-hf
nifty_2077,2020-07-22,Fall,-0.0119,Fall,Llama-2-7b-chat-hf
nifty_2078,2020-07-23,Fall,-0.0064,Fall,Llama-2-7b-chat-hf
nifty_2079,2020-07-27,Fall,-0.0063,Fall,Llama-2-7b-chat-hf
nifty_2080,2020-07-28,Rise,0.0123,Fall,Llama-2-7b-chat-hf
nifty_2081,2020-07-29,Neutral,-0.0036,Rise,Llama-2-7b-chat-hf
nifty_2082,2020-07-30,Rise,0.0079,Rise,Llama-2-7b-chat-hf
nifty_2083,2020-08-03,Neutral,0.0039,Neutral,Llama-2-7b-chat-hf
nifty_2084,2020-08-04,Rise,0.0062,Fall,Llama-2-7b-chat-hf
nifty_2085,2020-08-05,Rise,0.0067,Fall,Llama-2-7b-chat-hf
nifty_2086,2020-08-06,Neutral,0.0007,Fall,Llama-2-7b-chat-hf
nifty_2087,2020-08-10,Fall,-0.0083,Fall,Llama-2-7b-chat-hf
nifty_2088,2020-08-11,Rise,0.0139,Fall,Llama-2-7b-chat-hf
nifty_2089,2020-08-12,Neutral,-0.0018,Fall,Llama-2-7b-chat-hf
nifty_2090,2020-08-13,Neutral,0.0,Fall,Llama-2-7b-chat-hf
nifty_2091,2020-08-17,Neutral,0.0022,Fall,Llama-2-7b-chat-hf
nifty_2092,2020-08-18,Neutral,-0.0042,Fall,Llama-2-7b-chat-hf
nifty_2093,2020-08-19,Neutral,0.0031,Neutral,Llama-2-7b-chat-hf
nifty_2094,2020-08-20,Neutral,0.0035,Fall,Llama-2-7b-chat-hf
nifty_2095,2020-08-24,Neutral,0.0035,Fall,Llama-2-7b-chat-hf
nifty_2096,2020-08-25,Rise,0.01,Fall,Llama-2-7b-chat-hf
nifty_2097,2020-08-26,Neutral,0.0022,Fall,Llama-2-7b-chat-hf
nifty_2098,2020-08-27,Rise,0.0065,Fall,Llama-2-7b-chat-hf
nifty_2099,2020-08-31,Rise,0.0094,Fall,Llama-2-7b-chat-hf
nifty_2100,2020-09-01,Rise,0.0145,Neutral,Llama-2-7b-chat-hf
nifty_2101,2020-09-02,Fall,-0.0344,Rise,Llama-2-7b-chat-hf
nifty_2102,2020-09-03,Fall,-0.0082,Fall,Llama-2-7b-chat-hf
nifty_2103,2020-09-08,Rise,0.0197,Fall,Llama-2-7b-chat-hf
nifty_2104,2020-09-09,Fall,-0.0174,Neutral,Llama-2-7b-chat-hf
nifty_2105,2020-09-10,Neutral,0.0005,Rise,Llama-2-7b-chat-hf
nifty_2106,2020-09-14,Rise,0.0051,Fall,Llama-2-7b-chat-hf
nifty_2107,2020-09-15,Neutral,-0.004,Fall,Llama-2-7b-chat-hf
nifty_2108,2020-09-16,Fall,-0.0088,Fall,Llama-2-7b-chat-hf
nifty_2109,2020-09-17,Fall,-0.0155,Fall,Llama-2-7b-chat-hf
nifty_2110,2020-09-21,Rise,0.0102,Fall,Llama-2-7b-chat-hf
