id,date,label,pct_change,predicted_label,expert_id
nifty_1950,2019-11-25,Neutral,0.0023,Rise,dbrx-instruct
nifty_1951,2019-11-26,Neutral,0.0045,Neutral,dbrx-instruct
nifty_1952,2019-12-02,Fall,-0.0067,Neutral,dbrx-instruct
nifty_1953,2019-12-03,Rise,0.0062,Neutral,dbrx-instruct
nifty_1954,2019-12-04,Neutral,0.0018,Rise,dbrx-instruct
nifty_1955,2019-12-05,Rise,0.0091,Rise,dbrx-instruct
nifty_1956,2019-12-09,Neutral,-0.0011,Neutral,dbrx-instruct
nifty_1957,2019-12-10,Neutral,0.0028,Rise,dbrx-instruct
nifty_1958,2019-12-11,Rise,0.0086,Neutral,dbrx-instruct
nifty_1959,2019-12-12,Neutral,0.0006,Neutral,dbrx-instruct
nifty_1960,2019-12-16,Neutral,0.0002,Rise,dbrx-instruct
nifty_1961,2019-12-17,Neutral,0.0001,Rise,dbrx-instruct
nifty_1962,2019-12-18,Neutral,0.0041,Rise,dbrx-instruct
nifty_1963,2019-12-19,Neutral,-0.0005,Rise,dbrx-instruct
nifty_1964,2019-12-23,Neutral,0.0,Neutral,dbrx-instruct
nifty_1965,2019-12-26,Neutral,-0.0002,Rise,dbrx-instruct
nifty_1966,2019-12-30,Neutral,0.0024,Rise,dbrx-instruct
nifty_1967,2020-01-02,Fall,-0.0076,Rise,dbrx-instruct
nifty_1968,2020-01-06,Neutral,-0.0028,Neutral,dbrx-instruct
nifty_1969,2020-01-07,Rise,0.0053,Rise,dbrx-instruct
nifty_1970,2020-01-08,Rise,0.0068,Neutral,dbrx-instruct
nifty_1971,2020-01-09,Neutral,-0.0029,Neutral,dbrx-instruct
nifty_1972,2020-01-13,Neutral,-0.0015,Rise,dbrx-instruct
nifty_1973,2020-01-14,Neutral,0.0023,Neutral,dbrx-instruct
nifty_1974,2020-01-15,Rise,0.0083,Rise,dbrx-instruct
nifty_1975,2020-01-16,Neutral,0.0031,Neutral,dbrx-instruct
nifty_1976,2020-01-21,Neutral,0.0001,Fall,dbrx-instruct
nifty_1977,2020-01-22,Neutral,0.0011,Rise,dbrx-instruct
nifty_1978,2020-01-23,Fall,-0.0089,Fall,dbrx-instruct
nifty_1979,2020-01-27,Rise,0.0105,Neutral,dbrx-instruct
nifty_1980,2020-01-28,Neutral,-0.0008,Neutral,dbrx-instruct
nifty_1981,2020-01-29,Neutral,0.0032,Neutral,dbrx-instruct
nifty_1982,2020-01-30,Fall,-0.0182,Rise,dbrx-instruct
nifty_1983,2020-02-03,Rise,0.0152,Fall,dbrx-instruct
nifty_1984,2020-02-04,Rise,0.0115,Neutral,dbrx-instruct
nifty_1985,2020-02-05,Neutral,0.0034,Rise,dbrx-instruct
nifty_1986,2020-02-06,Fall,-0.0053,Rise,dbrx-instruct
nifty_1987,2020-02-10,Neutral,0.0017,Neutral,dbrx-instruct
nifty_1988,2020-02-11,Rise,0.0064,Rise,dbrx-instruct
nifty_1989,2020-02-12,Neutral,-0.0011,Neutral,dbrx-instruct
nifty_1990,2020-02-13,Neutral,0.0016,Neutral,dbrx-instruct
nifty_1991,2020-02-18,Neutral,0.0048,Neutral,dbrx-instruct
nifty_1992,2020-02-19,Neutral,-0.0041,Neutral,dbrx-instruct
nifty_1993,2020-02-20,Fall,-0.0103,Neutral,dbrx-instruct
nifty_1994,2020-02-24,Fall,-0.0303,Fall,dbrx-instruct
nifty_1995,2020-02-25,Neutral,-0.0037,Fall,dbrx-instruct
nifty_1996,2020-02-26,Fall,-0.0449,Fall,dbrx-instruct
nifty_1997,2020-02-27,Neutral,-0.0042,Fall,dbrx-instruct
nifty_1998,2020-03-02,Fall,-0.0286,Fall,dbrx-instruct
nifty_1999,2020-03-03,Rise,0.042,Fall,dbrx-instruct
nifty_2000,2020-03-04,Fall,-0.0332,Rise,dbrx-instruct
nifty_2001,2020-03-05,Fall,-0.0165,Neutral,dbrx-instruct
nifty_2002,2020-03-09,Rise,0.0517,Fall,dbrx-instruct
nifty_2003,2020-03-10,Fall,-0.0487,Neutral,dbrx-instruct
nifty_2004,2020-03-11,Fall,-0.0957,Fall,dbrx-instruct
nifty_2005,2020-03-12,Rise,0.0855,Fall,dbrx-instruct
nifty_2006,2020-03-16,Rise,0.054,Fall,dbrx-instruct
nifty_2007,2020-03-17,Fall,-0.0506,Fall,dbrx-instruct
nifty_2008,2020-03-18,Neutral,0.0021,Fall,dbrx-instruct
nifty_2009,2020-03-19,Fall,-0.0487,Rise,dbrx-instruct
nifty_2010,2020-03-23,Rise,0.0906,Fall,dbrx-instruct
nifty_2011,2020-03-24,Rise,0.015,Neutral,dbrx-instruct
nifty_2012,2020-03-25,Rise,0.0584,Rise,dbrx-instruct
nifty_2013,2020-03-26,Fall,-0.0298,Rise,dbrx-instruct
nifty_2014,2020-03-30,Fall,-0.0149,Rise,dbrx-instruct
nifty_2015,2020-03-31,Fall,-0.045,Rise,dbrx-instruct
nifty_2016,2020-04-01,Rise,0.0231,Rise,dbrx-instruct
nifty_2017,2020-04-02,Fall,-0.0145,Rise,dbrx-instruct
nifty_2018,2020-04-06,Neutral,0.001,Neutral,dbrx-instruct
nifty_2019,2020-04-07,Rise,0.0336,Fall,dbrx-instruct
nifty_2020,2020-04-08,Rise,0.0152,Rise,dbrx-instruct
nifty_2021,2020-04-13,Rise,0.0295,Neutral,dbrx-instruct
nifty_2022,2020-04-14,Fall,-0.0212,Neutral,dbrx-instruct
nifty_2023,2020-04-15,Neutral,0.0048,Fall,dbrx-instruct
nifty_2024,2020-04-16,Rise,0.027,Rise,dbrx-instruct
nifty_2025,2020-04-20,Fall,-0.0304,Neutral,dbrx-instruct
nifty_2026,2020-04-21,Rise,0.0222,Neutral,dbrx-instruct
nifty_2027,2020-04-22,Neutral,-0.0001,Fall,dbrx-instruct
nifty_2028,2020-04-23,Rise,0.0139,Neutral,dbrx-instruct
nifty_2029,2020-04-27,Neutral,-0.0046,Neutral,dbrx-instruct
nifty_2030,2020-04-28,Rise,0.0262,Rise,dbrx-instruct
nifty_2031,2020-04-29,Fall,-0.0093,Rise,dbrx-instruct
nifty_2032,2020-04-30,Fall,-0.0265,Rise,dbrx-instruct
nifty_2033,2020-05-04,Rise,0.0092,Rise,dbrx-instruct
nifty_2034,2020-05-05,Fall,-0.0068,Rise,dbrx-instruct
nifty_2035,2020-05-06,Rise,0.0121,Fall,dbrx-instruct
nifty_2036,2020-05-07,Rise,0.0165,Fall,dbrx-instruct
nifty_2037,2020-05-11,Fall,-0.0199,Neutral,dbrx-instruct
nifty_2038,2020-05-12,Fall,-0.0177,Neutral,dbrx-instruct
nifty_2039,2020-05-13,Rise,0.012,Fall,dbrx-instruct
nifty_2040,2020-05-14,Neutral,0.0046,Neutral,dbrx-instruct
nifty_2041,2020-05-18,Fall,-0.0103,Rise,dbrx-instruct
nifty_2042,2020-05-19,Rise,0.017,Neutral,dbrx-instruct
nifty_2043,2020-05-20,Fall,-0.0069,Rise,dbrx-instruct
nifty_2044,2020-05-21,Neutral,0.0019,Neutral,dbrx-instruct
nifty_2045,2020-05-26,Rise,0.0149,Rise,dbrx-instruct
nifty_2046,2020-05-27,Neutral,-0.0018,Rise,dbrx-instruct
nifty_2047,2020-05-28,Neutral,0.0045,Fall,dbrx-instruct
nifty_2048,2020-06-01,Rise,0.0083,Rise,dbrx-instruct
nifty_2049,2020-06-02,Rise,0.0133,Rise,dbrx-instruct
nifty_2050,2020-06-03,Neutral,-0.0026,Rise,dbrx-instruct
nifty_2051,2020-06-04,Rise,0.0256,Neutral,dbrx-instruct
nifty_2052,2020-06-08,Fall,-0.0075,Rise,dbrx-instruct
nifty_2053,2020-06-09,Fall,-0.0056,Rise,dbrx-instruct
nifty_2054,2020-06-10,Fall,-0.0576,Rise,dbrx-instruct
nifty_2055,2020-06-11,Rise,0.012,Neutral,dbrx-instruct
nifty_2056,2020-06-15,Rise,0.0192,Neutral,dbrx-instruct
nifty_2057,2020-06-16,Neutral,-0.0042,Neutral,dbrx-instruct
nifty_2058,2020-06-17,Neutral,0.0004,Rise,dbrx-instruct
nifty_2059,2020-06-18,Fall,-0.0101,Neutral,dbrx-instruct
nifty_2060,2020-06-22,Neutral,0.0046,Neutral,dbrx-instruct
nifty_2061,2020-06-23,Fall,-0.0255,Neutral,dbrx-instruct
nifty_2062,2020-06-24,Rise,0.0107,Fall,dbrx-instruct
nifty_2063,2020-06-25,Fall,-0.0238,Rise,dbrx-instruct
nifty_2064,2020-06-29,Rise,0.0128,Neutral,dbrx-instruct
nifty_2065,2020-06-30,Rise,0.007,Rise,dbrx-instruct
nifty_2066,2020-07-01,Rise,0.0055,Rise,dbrx-instruct
nifty_2067,2020-07-06,Fall,-0.0103,Rise,dbrx-instruct
nifty_2068,2020-07-07,Rise,0.0076,Neutral,dbrx-instruct
nifty_2069,2020-07-08,Fall,-0.0057,Neutral,dbrx-instruct
nifty_2070,2020-07-09,Rise,0.0102,Rise,dbrx-instruct
nifty_2071,2020-07-13,Rise,0.013,Rise,dbrx-instruct
nifty_2072,2020-07-14,Rise,0.0092,Neutral,dbrx-instruct
nifty_2073,2020-07-15,Neutral,-0.0033,Neutral,dbrx-instruct
nifty_2074,2020-07-16,Neutral,0.0029,Rise,dbrx-instruct
nifty_2075,2020-07-20,Neutral,0.0021,Neutral,dbrx-instruct
nifty_2076,2020-07-21,Rise,0.0057,Neutral,dbrx-instruct
nifty_2077,2020-07-22,Fall,-0.0119,Rise,dbrx-instruct
nifty_2078,2020-07-23,Fall,-0.0064,Neutral,dbrx-instruct
nifty_2079,2020-07-27,Fall,-0.0063,Rise,dbrx-instruct
nifty_2080,2020-07-28,Rise,0.0123,Neutral,dbrx-instruct
nifty_2081,2020-07-29,Neutral,-0.0036,Neutral,dbrx-instruct
nifty_2082,2020-07-30,Rise,0.0079,Rise,dbrx-instruct
nifty_2083,2020-08-03,Neutral,0.0039,Neutral,dbrx-instruct
nifty_2084,2020-08-04,Rise,0.0062,Rise,dbrx-instruct
nifty_2085,2020-08-05,Rise,0.0067,Rise,dbrx-instruct
nifty_2086,2020-08-06,Neutral,0.0007,Neutral,dbrx-instruct
nifty_2087,2020-08-10,Fall,-0.0083,Neutral,dbrx-instruct
nifty_2088,2020-08-11,Rise,0.0139,Neutral,dbrx-instruct
nifty_2089,2020-08-12,Neutral,-0.0018,Neutral,dbrx-instruct
nifty_2090,2020-08-13,Neutral,0.0,Rise,dbrx-instruct
nifty_2091,2020-08-17,Neutral,0.0022,Rise,dbrx-instruct
nifty_2092,2020-08-18,Neutral,-0.0042,Rise,dbrx-instruct
nifty_2093,2020-08-19,Neutral,0.0031,Neutral,dbrx-instruct
nifty_2094,2020-08-20,Neutral,0.0035,Neutral,dbrx-instruct
nifty_2095,2020-08-24,Neutral,0.0035,Rise,dbrx-instruct
nifty_2096,2020-08-25,Rise,0.01,Rise,dbrx-instruct
nifty_2097,2020-08-26,Neutral,0.0022,Rise,dbrx-instruct
nifty_2098,2020-08-27,Rise,0.0065,Rise,dbrx-instruct
nifty_2099,2020-08-31,Rise,0.0094,Rise,dbrx-instruct
nifty_2100,2020-09-01,Rise,0.0145,Neutral,dbrx-instruct
nifty_2101,2020-09-02,Fall,-0.0344,Fall,dbrx-instruct
nifty_2102,2020-09-03,Fall,-0.0082,Rise,dbrx-instruct
nifty_2103,2020-09-08,Rise,0.0197,Neutral,dbrx-instruct
nifty_2104,2020-09-09,Fall,-0.0174,Neutral,dbrx-instruct
nifty_2105,2020-09-10,Neutral,0.0005,Fall,dbrx-instruct
nifty_2106,2020-09-14,Rise,0.0051,Neutral,dbrx-instruct
nifty_2107,2020-09-15,Neutral,-0.004,Neutral,dbrx-instruct
nifty_2108,2020-09-16,Fall,-0.0088,Neutral,dbrx-instruct
nifty_2109,2020-09-17,Fall,-0.0155,Neutral,dbrx-instruct
nifty_2110,2020-09-21,Rise,0.0102,Fall,dbrx-instruct
