id,date,pct_change,expert_id,label,predicted_label
nifty_1943,2019-11-12,0.0003,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1944,2019-11-13,0.0015,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1945,2019-11-14,0.0072,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_1946,2019-11-18,-0.0003,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1947,2019-11-19,-0.0037,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1948,2019-11-20,-0.0016,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1949,2019-11-21,0.0022,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1950,2019-11-25,0.0023,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1951,2019-11-26,0.0045,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1952,2019-12-02,-0.0067,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_1953,2019-12-03,0.0062,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_1954,2019-12-04,0.0018,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1955,2019-12-05,0.0091,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_1956,2019-12-09,-0.0011,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1957,2019-12-10,0.0028,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1958,2019-12-11,0.0086,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_1959,2019-12-12,0.0006,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1960,2019-12-16,0.0002,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1961,2019-12-17,0.0001,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1962,2019-12-18,0.0041,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1963,2019-12-19,-0.0005,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1964,2019-12-23,0.0,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1965,2019-12-26,-0.0002,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1966,2019-12-30,0.0024,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1967,2020-01-02,-0.0076,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_1968,2020-01-06,-0.0028,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1969,2020-01-07,0.0053,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_1970,2020-01-08,0.0068,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_1971,2020-01-09,-0.0029,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1972,2020-01-13,-0.0015,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1973,2020-01-14,0.0023,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1974,2020-01-15,0.0083,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_1975,2020-01-16,0.0031,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1976,2020-01-21,0.0001,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1977,2020-01-22,0.0011,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1978,2020-01-23,-0.0089,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_1979,2020-01-27,0.0105,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_1980,2020-01-28,-0.0008,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1981,2020-01-29,0.0032,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1982,2020-01-30,-0.0182,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_1983,2020-02-03,0.0152,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_1984,2020-02-04,0.0115,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_1985,2020-02-05,0.0034,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1986,2020-02-06,-0.0053,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_1987,2020-02-10,0.0017,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1988,2020-02-11,0.0064,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_1989,2020-02-12,-0.0011,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1990,2020-02-13,0.0016,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1991,2020-02-18,0.0048,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1992,2020-02-19,-0.0041,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1993,2020-02-20,-0.0103,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_1994,2020-02-24,-0.0303,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_1995,2020-02-25,-0.0037,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_1996,2020-02-26,-0.0449,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_1997,2020-02-27,-0.0042,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_1998,2020-03-02,-0.0286,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_1999,2020-03-03,0.042,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2000,2020-03-04,-0.0332,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2001,2020-03-05,-0.0165,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2002,2020-03-09,0.0517,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2003,2020-03-10,-0.0487,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2004,2020-03-11,-0.0957,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2005,2020-03-12,0.0855,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2006,2020-03-16,0.054,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2007,2020-03-17,-0.0506,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2008,2020-03-18,0.0021,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2009,2020-03-19,-0.0487,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2010,2020-03-23,0.0906,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2011,2020-03-24,0.015,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2012,2020-03-25,0.0584,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2013,2020-03-26,-0.0298,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2014,2020-03-30,-0.0149,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2015,2020-03-31,-0.045,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2016,2020-04-01,0.0231,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2017,2020-04-02,-0.0145,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2018,2020-04-06,0.001,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2019,2020-04-07,0.0336,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2020,2020-04-08,0.0152,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2021,2020-04-13,0.0295,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2022,2020-04-14,-0.0212,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2023,2020-04-15,0.0048,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2024,2020-04-16,0.027,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2025,2020-04-20,-0.0304,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2026,2020-04-21,0.0222,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2027,2020-04-22,-0.0001,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2028,2020-04-23,0.0139,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2029,2020-04-27,-0.0046,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2030,2020-04-28,0.0262,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2031,2020-04-29,-0.0093,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2032,2020-04-30,-0.0265,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2033,2020-05-04,0.0092,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2034,2020-05-05,-0.0068,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2035,2020-05-06,0.0121,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2036,2020-05-07,0.0165,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2037,2020-05-11,-0.0199,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2038,2020-05-12,-0.0177,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2039,2020-05-13,0.012,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2040,2020-05-14,0.0046,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2041,2020-05-18,-0.0103,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2042,2020-05-19,0.017,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2043,2020-05-20,-0.0069,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2044,2020-05-21,0.0019,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2045,2020-05-26,0.0149,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2046,2020-05-27,-0.0018,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2047,2020-05-28,0.0045,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2048,2020-06-01,0.0083,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2049,2020-06-02,0.0133,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2050,2020-06-03,-0.0026,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2051,2020-06-04,0.0256,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2052,2020-06-08,-0.0075,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2053,2020-06-09,-0.0056,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2054,2020-06-10,-0.0576,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2055,2020-06-11,0.012,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2056,2020-06-15,0.0192,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2057,2020-06-16,-0.0042,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2058,2020-06-17,0.0004,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2059,2020-06-18,-0.0101,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2060,2020-06-22,0.0046,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2061,2020-06-23,-0.0255,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2062,2020-06-24,0.0107,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2063,2020-06-25,-0.0238,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2064,2020-06-29,0.0128,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2065,2020-06-30,0.007,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2066,2020-07-01,0.0055,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2067,2020-07-06,-0.0103,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2068,2020-07-07,0.0076,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2069,2020-07-08,-0.0057,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2070,2020-07-09,0.0102,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2071,2020-07-13,0.013,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2072,2020-07-14,0.0092,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2073,2020-07-15,-0.0033,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2074,2020-07-16,0.0029,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2075,2020-07-20,0.0021,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2076,2020-07-21,0.0057,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2077,2020-07-22,-0.0119,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2078,2020-07-23,-0.0064,Meta-Llama-3-8B-Instruct,Fall,Neutral
nifty_2079,2020-07-27,-0.0063,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2080,2020-07-28,0.0123,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2081,2020-07-29,-0.0036,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2082,2020-07-30,0.0079,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2083,2020-08-03,0.0039,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2084,2020-08-04,0.0062,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2085,2020-08-05,0.0067,Meta-Llama-3-8B-Instruct,Rise,Rise
nifty_2086,2020-08-06,0.0007,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2087,2020-08-10,-0.0083,Meta-Llama-3-8B-Instruct,Fall,Rise
nifty_2088,2020-08-11,0.0139,Meta-Llama-3-8B-Instruct,Rise,Neutral
nifty_2089,2020-08-12,-0.0018,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2090,2020-08-13,0.0,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2091,2020-08-17,0.0022,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2092,2020-08-18,-0.0042,Meta-Llama-3-8B-Instruct,Neutral,Neutral
nifty_2093,2020-08-19,0.0031,Meta-Llama-3-8B-Instruct,Neutral,Rise
nifty_2094,2020-08-20,0.0035,Meta-Llama-3-8B-Instruct,Neutral,Neutral
